Indo- American Cancer Institute & Research Centre,Hyderabad,Road No- 14 Banjara Hills Hyderabad - 500034 Dist: Hyderabad State: Telangana,500034,Mr. Nagender P N Rao - Manager - Marketing,STD(040) Tel: 23551235 23552131 23607944 Fax: 23542120 ,Common Network
Jeevan Sai Hospital,Hyderabad,Plot No:25 & 26; SBH Road; Vanasthalipuram; Hyderabad - 500070; Dist: Hyderabad; State: Telangana,500070,Dr. Ramadas. J,STD(040) Tel: 24023322 Fax:24125888,Common Network
JK Hospital,Hyderabad,MIG-327; Road No.4; KPHB Colony Hyderabad - 500072 Dist: hyderabad State: Telangana,500072,Dr. CH Krishnam Raju - Director,STD(040) Tel: 23054038 23057073 Fax: ,Common Network
Kadimi Nursing Home,Hyderabad,#: 6-94/6/C Manjeera Road Chandanagar; Hyderabad 500050 Dist Hyderabad Telangana,500050,Dr. K Gopinath - Director,STD(040 ) Tel: 23033599;23033966 Fax: 23031334;23036926,Common Network
Kakatiya Hospitals,Hyderabad,#12-52; Road No.2; P&T Colony; Near Uppal Depot; Medipally; Hyderabad - 500039; Dist: Rangareddy; State - Telangana,500039,Dr. A Srinivas,STD (011) Tel: 49101222 Fax: 49101200,Common Network
Kamineni Hospitals,Hyderabad,#: 4-1-1227 Boggulakunta Road King Koti Hyderabad - 500001 Dist: Hyderabad State: Telangana,500001,Mr. Hari Krishna - GM,STD(040) Tel: 66924444 66924190 66924153 Fax: 24762727 66924242,Common Network
Kamineni Hospitals,Hyderabad,L B Nagar L B Nagar Hyderabad - 500068 Dist: Hyderabad State: Telangana,500068,Mr. Gautham Naha - VP - Marketing Int'l Buss & Spl Projects,STD(040) Tel: 24022272 24022273 24022274 Fax: 24022277 ,Common Network
KGH Family Hospital,Hyderabad,#: 16-11-45/B Saleem Nagar Hyderabad - 500036 Dist: Hyderabad State: Telangana,500036,Dr. Sunder K Rao - Director,STD(040) Tel: 24546057 56789423 56789424 Fax: ,Common Network
KIMS Hospital Enterprises Private Limited,Hyderabad,Survey No:55/EE; 1-112/86; Kondapur; Serilingampally; Hyderabad; Dist:Ranga Reddy; State:Telangana,50084,Dr Ch Harini - Managing Director,STD (040) 67505050 Fax:67505151,Common Network
Kiranmaye Institute of Medical Sciences,Hyderabad,Plot no 1;2 and 3; Mainroad; Shapurnagar; Hyderabad - 500055; Dist: Rangareddi; State: Telangana,500055,Dr Laxmi Narayana,STD (040) Tel: 23193777 Fax: 23193777,Common Network
Kirloskar Hospital,Hyderabad,5-9-47/4 Basheerbagh Hyderabad - 500063 Dist: Hyderabad State: Telangana,500063,Dr. Meena Ugale - MD,STD(040) Tel: 23296241 Fax: 23296245 ,Common Network
Krishna Childrens Hospital,Hyderabad,11-5-423/B Niloufer Road; Red Hills Lakdi-Ka-Phool Hyderabad - 500006 Dist: Hyderabad State: Telangana,500006,Dr. B Krishna Reddy - Managing Director,STD(040) Tel: 65838383 65838480 65838482 Fax: 23397955,Common Network
Krishna Hospital,Hyderabad,H. No: 8-147; Gayathri Nagar ‘X’ Roads Karmanghat Hyderabad - 500079 Dist: Hyderabad State: Telangana,500079,Dr. M Vamsi Krishna - Managing Director,STD(040) Tel: 24094348 Fax: 24079167 ,Common Network
Leaf Hospital,Hyderabad,Plot No.3 & 4; Jayalaxmi Apartments; Near Kondapur X Road; Hyderabad - 500084; Dist: Hyderabad; State: Telangana,500084,Dr. Basavaraju,STD (040) Tel: 40188229 Fax: 40188201,Common Network
Leela Hospital,Hyderabad,Plot No: 112/C; 112/D Moti Nagar; Erragadda Hyderabad 500018 Dist Hyderabad Telangana,500084,Dr. R Mohan Naik - Managing Director,STD(040) Tel: 23834231 23834241 Fax: 23834231,Common Network
Life Spring Hospital,Hyderabad,M.S.Manson; Plot NO.350/5&6; Jawhar Nagar Colony; Moula Ali Hyderabad - 500040; Dist: Hyderabad; State: Telangana,500040,Mr. Sadque -,STD(040) Tel: 27134165 27134552 Fax: 27134165,Common Network
Lotus Childrens Hospital,Hyderabad,Hig No: 15; Jntu; Hitec City Road; KPHB; Kukatpally; Hyderabad - 500072; Dist: Rangareddi; State: Telangana,500072,Dr VSV Prasad - CEO,STD (040) Tel: 40406666 40406688 Fax: 40406699,Common Network
Manas Eye Hospital,Hyderabad,Rajeevnagar 'X' Roads; Mothi Nagar; Hyderabad; Dist:Hyderabad; State:Telangana - 500018,500018,Dr.D.V. Ravi. P. Rao,STD (040) 23841244 Fax:23841244,Common Network
Mediciti Hospital,Hyderabad,5-9-22 Sarovar Complex Secretariat Road Hyderabad - 500063 Dist: Hyderabad State: Telangana,500063,Mr. Sai Raj Singh - DGM - Marketing,STD(040) Tel: 23231111 Fax: 23231631 ,Common Network
Medwin Hospital,Hyderabad,Raghava Ratna Towers Chirag Ali Lane Nampally Hyderabad - 500001 Dist: Hyderabad State: Telangana,500001,Mr. Gasper David - GM - Marketing,STD(040) Tel: 23206666 Fax: 23203565 23201120,Common Network
Mirra Multi Specialty Hospital,Hyderabad,33;34;35 Alluri Sita Ram Raju Colony Near Siddhartha Arts College Hyderabad - 500050 Dist: Hyderabad State: Telangana,500050,Dr. Avnit Bimal Singh - Managing Director,STD(040) Tel: 23042015 Fax:,Common Network
Motherhood Fertility Centre,Hyderabad,Plot No.38/255; At St.Anns School; Madinaguda; Hyderabad - 500049; Dist: Hyderabad; State: Telangana,500049,Dr S Rohini Devi,STD (040) Tel: 23044198 Fax: 23048399,Common Network
Mythri Hospital,Hyderabad,H.No.#13-6-434/C/148; Near PVNR Airport Flyover; Pillar No.80; Mehdhipatnam; Hyderabad - 500008; Dist: Hyderabad; State: Telangana,500008,Dr Prakash Babu,STD (040) Tel: 64588805 Fax: 23516324,Common Network
New LifeLine Multispeciality Hospital,Hyderabad,1-1-21; Saipriya Colony; Old Kapra Ecil; Hyderabad 500062 Dist Rangareddy Telangana,500062,Dr A Srinivas - Managing Director,STD(040) Tel: 64615999 64616999 Fax: 27147771,Common Network
Nirmala Maternity & Orthopaedic Hospital,Hyderabad,10-3-76/10 2/3RT Vijaya Nagar Colony Hyderabad - 500057 Dist: Hyderabad State: Telangana,500057,Dr. K Nirmala - Director,STD(040) Tel: 23345536 23345930 23341253 Fax: 23342240 23345536,Common Network
Olive Hospital,Hyderabad,#12-2-718/3 to 5 Nanalnagar X Roads; Mehdipatnam Hyderabad - 500028 Dist: Hyderabad State: Telangana,500028,Mr. Aga Mujahid Hussain - Manaing Director,STD(040) Tel: 30499500 30499599 Fax: 30499555 ,Common Network
Pooja Hospital,Hyderabad,Plot No.34;Dharma Reddy Colony Phase-II;Near Hyder Nagar Bus Stop Kukatpally Hyderabad - 500072 Dist: Hyderabad State: Telangana,500072,Dr. Ramsingh - Medical Superintendent,STD(040) Tel: 69991992 Fax: 40101840 ,Common Network
Premier Hospitals,Hyderabad,12-2-718; Nanal Nagar X Roads Mehdipatnam Hyderabad - 500028 Dist: Hyderabad State: Telangana,500028,Dr. Mahesh Marda - Managing Director,STD(040) Tel: 23515100 23537184 23535271 Fax: 23513100 23516578,Common Network
Prime Hospital,Hyderabad,Plot No.4; Mythri Vanam Ameerpet hyderabad - 500038 Dist: Hyderabad State: Telangana,500038,Dr. B. Naga Raju - Managing Director,STD(040) Tel: 44569999 Fax: 23755152,Common Network
Princess Durru Shehvar Children's & Gen Hospital,Hyderabad,#: 22-3-660 Purani Haveli Purani Haveli Hyderabad - 500002 Dist: Hyderabad State: Telangana,500002,Mr. Syed Mohammed Ali - Hospital Administrator,STD(040) Tel: 24520480 24520548 24526155 Fax: 24577009 ,Common Network
Raghava Hospital,Hyderabad,8-3-214/18; Srinivasa colony west Ameerpet Hyderabad - 500038 Dist: Hyderabad State: Telangana,500038,Dr. K V Ramana Rao - Managing Director,STD(040) Tel: 23732617 23732453 Fax:,Common Network
Ragi Hospital,Hyderabad,H.No.7-10; Madinaguda Opp:Pearls in Hotel; Miyapur Hyderabad - 500050 Dist: Rangareddy State: Telangana,500050,Dr. R Mallikarjun - Medical Superintendent,STD(040) Tel: 40037790 23043564 Fax: 23040418 ,Common Network
Ram Hospital,Hyderabad,Plot No 57/A; Shapur Nagar IDA Jeedimetla Hyderabad - 500055 Dist: Hyderabad State: Telangana,500055,Dr. B Satyanarayana Rao -,STD(040) Tel: 44543737 44543734 23095777 Fax:,Common Network
Ramans Hospital,Hyderabad,6-151/1;Sudharshan Reddy Nagar; Chintal; Hyderabad 500054 Telangana,500054,Dr. Latha,STD(040) Tel: 23173366 Fax: 23173366,Common Network
Rise Childrens Hospital,Hyderabad,No:13-6-431/D/77/A & B;Pillar No:92; Opp:Hotel Swagath Grand; Moghal-ka-Nala; Attapur;Hyderabad; Dist:Hyderabad; State:Telangana - 500028,500028,Dr Rama Manohara Reddy - Managing Director,STD (040) 23525565 Fax:23525565,Common Network
S V Hospital,Hyderabad,7-246/B/1 Road Opp: Yellamma temple Balkampet Hyderabad - 500038 Dist: Hyderabad State: Telangana,500038,Dr. Puvvada Srinivas - Managing Director,STD(040) Tel: 23754449 Fax: 23743194 ,Common Network
Sagarlal Memorial Hospital & Matadin Goel Res. Cen.,Hyderabad,#1-5-551; Musheerabad; Hyderabad; Dist:Hyderabad; State:Telangana - 500020,500020,Dr. Bagrang Lal - Director,STD(040) Tel: 23445501 23445502 23445503 Fax: 23445505,Common Network
Sai Siva Children's Hospital & Poly Clinic,Hyderabad,Opp. Venkateswara Temple; Manjeera Road; Chandanagar Hyderabad - 500050 Dist: Hyderabad State: Telangana,500050,Dr. P.S. Reddy - Partner,STD(040) Tel: 20040488 Fax: ,Common Network
Sathya Kidney Centre & Super Speciality Hospitals,Hyderabad,3-6-426; Street No.4; Himayat Nagar Hyderabad; Dist:Hyderabad; State:Telangana - 500029,500029,Dr. V V S Sharma - Managing Director,STD(040) Tel: 27650935 27636444 66564666 Fax: 27638893,Common Network
Seha Medical Pvt. Ltd.,Hyderabad,6-2-1; A 312 View Towers Lakdikapool Hyderabad - 500004 Dist: Hyderabad State: Telangana,500004,Mr. Shakera Hussain - Administrative Director,STD(040) Tel: 23311972 23311973 Fax: 23307771 ,Common Network
Sigma Hospital,Hyderabad,APIIC Colony; Sub-Station IDA Jeedimetla Hyderabad - 500055 Dist: Hyderabad State: Telangana,500055,Dr. Ramesh Kumar - Director,STD(040) Tel: 23090503 Fax: 23090504,Common Network
SIMS Multy Speciality Hospital,Hyderabad,6-50; Adarsh Nagar; Serilingampally; Hyderabad; Dist:Hyderabad; State:Telangana - 500019,500019,Dr. P. Sharath Babu,STD (040) 23011234 Fax No : 23013933,Common Network
Smt. Bhagwan Devi Hospital,Hyderabad,21-7-191; Mama Jumla Phatak Bhawani Nagar Charkaman Hyderabad - 500002 Dist: Hyderabad State: Telangana,500002,Dr. Om Prakash Agarwal - Director,STD(040) Tel: 24566490 24522160 Fax:,Common Network
Sowmya Hospital,Hyderabad,1-9-49/B/1 Near E-Seva; Musheerabad Ramnagar Hyderabad - 500020 Dist: Hyderabad State: Telangana,500020,Dr. Rajeshwar S Rao - Director,STD(040) Tel: 27615922 27610920 Fax: 27628708 ,Common Network
Sree Royal Hospital,Hyderabad,# 7-4-158/1; Madhavi Nagar; Ferozguda; Balanagar; Hyderabad - 500011; Dist: Hyderabad; State: Telangana,500011,Mr Shashikanth,STD (040 Tel: 23777772 23777773 Fax: 23777776,Common Network
Sri Aurobindo Nethralaya,Hyderabad,HIG-210; Phase I & II; KPHB Colony; Kukatpally; Hyderabad – 500072; Dist Ranga Reddy Telangana,500072,Dr.Jayachandra Reddy,STD(040) Tel: 23051000; 23052225 Fax: 23052225,Common Network
Sri Pallavi Hospital,Hyderabad,Near Ashok Nagar Bus Stop;B.H.E.L Ramachandra Puram Hyderabad 500032 Distt Medak Telangana,500020,Dr Pallavi Reddy,STD(08455) Tel:281900 Fax:281901,Common Network
Sri Sairam Hospital,Hyderabad,9-1-34/30-73 Bapunagar Langer House Hyderabad - 500008 Dist: Hyderabad State: Telangana,500008,Dr. V Janardhan Rao - Medical Director,STD(040) Tel: 23510737 66349627 23516206 Fax: 23510737,Common Network
Sri Srinivasa ENT Care & Research,Hyderabad,6-3-663/7/5; Jaffer Ali Bagh Beside Saboo Motars Somajiguda Hyderabad - 500082 Dist: Hyderabad State: Telangana,500082,Dr. Janaki Ram Reddy - Owner,STD(040) Tel: 23394995 66664995 Fax: 66779191 ,Common Network
Sridevi Maternity & Nursing Home,Hyderabad,12-11-253 Warasiguda Hyderabad - 500061 Dist: Hyderabad State: Telangana,500061,Dr. KVR Prasad - ,STD(040) Tel: 27509124 27510213 Fax: 27507773 ,Common Network
Star Hospital,Hyderabad,8-2-596/5; Rd. No.10 Banjarahills Hyderabad - 500034 Dist: Hyderabad State: Telangana,500034,Dr. M. Gopichand - MD,STD(040) Tel: 44777777 Fax: 23356788 ,Common Network
Sumana Hospital,Hyderabad,Plot No 688; Vivekananda Nagar Colony Kukatpally Hyderabad - 500072 Dist: Hyderabad State: Telangana,500072,Dr. M Nagi Reddy - Managing Director,STD(040) Tel: 23068066 Fax: 23068066 ,Common Network
Sumithra Hospital,Hyderabad,#1-30/F; Saraswathi Colony; Uppal; Hyderabad; Dist:Ranga Reddy; State:Telangana - 500039,500039,Dr MV Prasad - Managing Director,STD (040) 27202741 Fax:27202742,Common Network
Sunita Children Hospital,Hyderabad,Opp-Rose Garden; Sagar Road; Santoshnagar; Hyderabad - 500059; Dist:Hyderabad; State:Telangana,500059,Dr Sailaja Reddy - Managing Directotr,STD (040) 24073096; Fax:24073096,Common Network
Swarup Eye Centre,Hyderabad,# 5-9-163; Chapel Road; Nampally Hyderabad - 500001 Dist: Hyderabad State: Telangana,500001,Dr. Pradeep Swarup - Director,STD(040) Tel: 66783188 Fax: 66683188 40205616,Common Network
Tadla Eye Hospital,Hyderabad,22-163/2; Adjacent to Global Enclave Bhagyanagar Colony Kukatpally Hyderabad - 500072 Dist: Hyderabad State: Telangana,500072,Dr. Tirumal Rao - Consultant,STD(040) Tel: 23160099 Fax: ,Common Network
Tanvir Hospital,Hyderabad,8-3-833/100 Srinagar Colony Road Kamlapuri Colony Hyderabad - 500073 Dist: Hyderabad State: Telangana,500073,Dr. Naunihal Singh - Proprietor,STD(040) Tel: 23743550 23755383 23755384 Fax: 23742240 ,Common Network
The Deccan Hospitals,Hyderabad,6-3-903/ A& B; Somajiguda Hyderabad 500082 Dist Hyderabad Telangana,500082,Mr. Damodar Reddy - Managing Director,STD(040) Tel: 23401437 23401438 23401439 Fax:,Common Network
Tilaknagar Hospital Pvt Ltd,Hyderabad,#: 2-2-1108/1/A/2 Tilaknagar Tilaknagar Hyderabad - 500044 Dist: Hyderabad State: Telangana,500044,Dr. Raghupathi A Reddy - Managing Director,STD(040) Tel: 65588254 27561600 27561400 Fax:,Common Network
Unity Centre for Orthopaedics & Trauma,Hyderabad,3-5-170/GS NarayanaGuda Hyderabad - 500029 Dist: Hyderabad State: Telangana,500029,Dr. G S Rao - Director,STD(040) Tel: 23261933 & 1934 Fax: 23262737 ,Common Network
Uppal Industrial Employees Health Care Centre,Hyderabad,Plot NO: D-13/1; Jersey Road; Ida Uppal Hyderabad - 500039 Dist: Hyderabad State: Telangana,500039,Mr. Madhusudhan Reddy - Chairman,STD(040) Tel: 27207280 27207390 Fax: 27208536 ,Common Network
Usha Mullapudi Cardiac Centre,Hyderabad,Qutubullahpur Municipality Gajularamaram Hyderabad - 500055 Dist: Rangareddy State: Telangana,500055,Mr. Arjun - Administrator,STD(040) Tel: 23090609 Fax: 23094426 ,Common Network
Vasan Eye Care Hospital,Hyderabad,86; Chanda Nagar Village; Serilingampally; Rangareddy District; Hyderabad - 500050; Dist: Hyderabad; State: Telangana,500050,Sanjeev Reddy,STD (040) Tel: 30124500 Fax: 23037711,Common Network
Vasan Eye Care Hospital,Hyderabad,Plot. No. 15; 17-1-382 / R / 15; A. P. S. R. T. C. Officers Colony; Santosh Nagar; Saidabad; Hyderabad - 500059; Dist: Hyderabad; State: Telangana,500059,Mr. Vinod Kumar.M,STD (040) Tel: 33782700 Fax: 24079600,Common Network
Vijay Marie Hospital,Hyderabad,10-1-673/1; Khairatabad; Hyderabad;Dist:Hyderabad; State:Telangana - 500004,500004,Sr Anne Ponnattil - Director,STD (040 23307350 23315055 Fax:23314995,Common Network
Yashoda Hospital,Hyderabad,Nalgonda X Roads Malakpet Hyderabad - 500036 Dist: Hyderabad State: Telangana,500036,Mr. Srinivasa Rao - General Manager,STD(040) Tel: 24555555 Fax: 24545690,Common Network
Yashoda Hospital,Hyderabad,Raj Bhavan Road Somajiguda Hyderabad - 500482 Dist: Hyderabad State: Telangana,500482,Mr. Srinivasa Rao - General Manger,STD(040) Tel: 23319999 Fax: 23312783 23370655,Common Network
