Yashoda Hospital,Hyderabad,Nalgonda X Roads Malakpet Hyderabad - 500036 Dist: Hyderabad State: Telangana,500036,Mr. Srinivasa Rao - General Manager,STD(040) Tel: 24555555 Fax: 24545690,Common Network
Prime Hospital; Ameerpet,Hyderabad,Plot No.4; Mythri Vanam Ameerpet hyderabad - 500038 Dist: Hyderabad State: Telangana,500038,Dr. B. Naga Raju - Managing Director,STD(040) Tel: 44569999 Fax: 23755152,Common Network
Raghava Hospital,Hyderabad,8-3-214/18; Srinivasa colony west Ameerpet Hyderabad - 500038 Dist: Hyderabad State: Telangana,500038,Dr. K V Ramana Rao - Managing Director,STD(040) Tel: 23732617 23732453 Fax:,Common Network
Sowmya Children Hospital,Hyderabad,Lane No.23; 375/2RT; Behind Axis bank; SR Nagar Hyderabad - 500038; Dist: Hyderabad; State: Telangana,500038,Mr. Shyam Sundar Reddy,STD (040) Tel: 44253540 Fax: 44253540,Common Network
Aditya Hospitals; Uppal,Hyderabad,Opp:Bharat Petrol Pump; Shanti Nagar; Uppal; Hyderabad - 500039; Dist: Hyderabad; State: Telangana,500039,Mr. M Naveen,STD (040) Tel: 33855555 Fax: 27214445,Common Network
Spark Hospital,Hyderabad,Plot No. 2&3; Beside Axis Bank; Peerzadiguda; Near Uppal; Hyderabad - 500039; Dist: Rangareddi; State - Telangana,500039,Dr. Victor Emanuel,STD (040) Tel: 27206777 27206621 Fax: 27206622,Common Network
Pragna Hospital For Children Newborn & Skin,Hyderabad,#: 6-3-347/22/B/1 Dwarkapuri Colony; Nr Saibaba temple Panjagutta Hyderabad - 500041 Dist: Hyderabad State: Telangana,500041,Dr. Padmavathi S - Managing Director,STD(040) Tel: 66666377 66666388 66827999 Fax: 23357979 ,Common Network
Usha Mohan Hospital,Hyderabad,3-4-181/1 Opp. RTA Office Hyderguda Rajendranagar Hyderabad 500048 Dist Rangareddy Telangana,500048,Ms Chanchal,STD(040) Tel:24008055;65141572 Fax:24008055,Common Network
Archana Hospital Pvt Ltd,Hyderabad,1-56/AH; Madinaguda; Hyderabad - 500049; Dist: Rangareddy; State: Telangana,500049,V Rajeshwar Reddy,STD(040) Tel: 71071000 71071001Fax:71071025,Common Network
Healix Hospital,Hyderabad,Plot No:-204; Mythri Nagar; Near Madinaguda; Miyapur; Hyderabad 500049 Dist Rangareddy Telangana,500049,Dr Avani - Chairman,STD(040) Tel: 23044155 23044144 Fax: 23044141,Common Network
Vijaya Hospital,Hyderabad,H.No.1-58/7/3; 3rd Floor; Besides St.Anns School Arch; Madeenaguda; Hyderabad 500049 Dist Hyderabad Telangana,500049,Dr. Uma Maheswara Rao,STD(040) Tel:23044103; 64554103 Fax:23044103,Common Network
Kadimi Nursing Home,Hyderabad,#: 6-94/6/C Manjeera Road Chandanagar; Hyderabad 500050 Dist Hyderabad Telangana,500050,Dr. K Gopinath - Director,STD(040 ) Tel: 23033599;23033966 Fax: 23031334;23036926,Common Network
Mirra Multi Specialty Hospital,Hyderabad,33;34;35 Alluri Sita Ram Raju Colony Near Siddhartha Arts College Hyderabad - 500050 Dist: Hyderabad State: Telangana,500050,Dr. Avnit Bimal Singh - Managing Director,STD(040) Tel: 23042015 Fax:,Common Network
Mythri Hospital; Chandanagar,Hyderabad,Plot No: 5-4/12 to 16; Main Road; Chandanagar; Hyderabad - 500050; Dist: Hyderabad; State: Telangana,500050,Dr Vegunta Prakash Babu,STD (040) Tel: 64513927 Fax: 40212000,Common Network
Pranaam Hospital,Hyderabad,1-58/6/40 & 41 Madinaguda Miyapur Hyderabad - 500050 Dist: Hyderabad State: Telangana,500050,Dr. Manish Gour - Director,STD(040) Tel: 23042777 23043777 Fax: 23044713,Common Network
Sai Siva Children's Hospital & Poly Clinic,Hyderabad,Opp. Venkateswara Temple; Manjeera Road; Chandanagar Hyderabad - 500050 Dist: Hyderabad State: Telangana,500050,Dr. P.S. Reddy - Partner,STD(040) Tel: 20040488 Fax: ,Common Network
Vasan Eye Care Hospital; Chanda Nagar,Hyderabad,86; Chanda Nagar Village; Serilingampally; Rangareddy District; Hyderabad - 500050; Dist: Hyderabad; State: Telangana,500050,Sanjeev Reddy,STD (040) Tel: 30124500 Fax: 23037711,Common Network
Vijaya Nursing Home,Hyderabad,2-58/8; Near Telephone Exchange SBI Building Chandanagar Hyderabad - 500050 Dist: Hyderabad State: Telangana,500050,Dr. V Prasad Babu - Managing Director,STD(040) Tel: 23034173 23036966 23039881 Fax: 23034173 23036966,Common Network
Konark Hospitals,Hyderabad,Plot No 13 & 14; Beside Sherwood Public School; Pet Basheerabad Village; Kompally Hyderabad - 500054 Dist: Hyderabad State: Telangana,500054,Dr. Rajani Ashok - Managing Director,STD(040) Tel: 44661515 Fax: 44661529 ,Common Network
Kiranmaye Institute of Medical Sciences,Hyderabad,Plot no 1;2 and 3; Mainroad; Shapurnagar; Hyderabad - 500055; Dist: Rangareddi; State: Telangana,500055,Dr Laxmi Narayana,STD (040) Tel: 23193777 Fax: 23193777,Common Network
Ram Hospital,Hyderabad,Plot No 57/A; Shapur Nagar IDA Jeedimetla Hyderabad - 500055 Dist: Hyderabad State: Telangana,500055,Dr. B Satyanarayana Rao -,STD(040) Tel: 44543737 44543734 23095777 Fax:,Common Network
Sigma Hospital,Hyderabad,APIIC Colony; Sub-Station IDA Jeedimetla Hyderabad - 500055 Dist: Hyderabad State: Telangana,500055,Dr. Ramesh Kumar - Director,STD(040) Tel: 23090503 Fax: 23090504,Common Network
Usha Mullapudi Cardiac Centre,Hyderabad,Qutubullahpur Municipality Gajularamaram Hyderabad - 500055 Dist: Rangareddy State: Telangana,500055,Mr. Arjun - Administrator,STD(040) Tel: 23090609 Fax: 23094426 ,Common Network
Nirmala Maternity & Orthopaedic Hospital,Hyderabad,10-3-76/10 2/3RT Vijaya Nagar Colony Hyderabad - 500057 Dist: Hyderabad State: Telangana,500057,Dr. K Nirmala - Director,STD(040) Tel: 23345536 23345930 23341253 Fax: 23342240 23345536,Common Network
Apollo D R D O Hospital; Kanchanbagh,Hyderabad,DMRL X Road Near Santosh Nagar Kanchanbagh Hyderabad - 500058 Dist: Hyderabad State: Telangana,500058,Dr. Prem Kishore -,STD(040) Tel: 24342255 24342222 Fax: 24342255,Common Network
Vasan Eye Care Hospital; Santoshnagar,Hyderabad,Plot. No. 15; 17-1-382 / R / 15; A. P. S. R. T. C. Officers Colony; Santosh Nagar; Saidabad; Hyderabad - 500059; Dist: Hyderabad; State: Telangana,500059,Mr. Vinod Kumar.M,STD (040) Tel: 33782700 Fax: 24079600,Common Network
Dr Agarwals Eye Hospital Dilsukhnagar,Hyderabad,S S Towers; 8-92/C.D.E; Chaitanyapuri Cross Road; Dilsukhnagar; Hyderabad 500060 Dist Hyderabad Telangana,500060,Mr Sai Mohan,STD (040) Tel 24146234Fax:24146234,Common Network
G B R Hospital,Hyderabad,Beside Fruit Market; Prabhath Nagar; Chaitanyapuri; Hyderabad - 500060 Dist: Rangareddy State: Telangana,500060,Dr G Sudha Rani -,STD(040) Tel: 65702345 66802345 Fax: 24147890,Common Network
Paramitha Childrens Hospital P. Ltd.,Hyderabad,H.No:3-112; Hanuman Nagar; Chaithanyapuri; Dilsukhnagar; Hyderabad - 500060; Dist: Hyderabad; State: Telangana,500060,T Satish,STD (040) Tel: 24141278 24142278 Fax: 24050234,Common Network
Siva Eye Hospital,Hyderabad,4-85/3; Vikasnagar; Lane beside Rajadhani Theatre; Dilsukhnagar; Hyderabad 500060 Dist Hyderabad Telangana,500060,Dr. Sambasiva Rao,STD(040) Tel:24043355 Fax: 24053355,Common Network
VASAN EYE CARE HOSPITAL BEGUMPET,Hyderabad,1/10-44/1; Begumpet Main Road; Begumpet; Hyderabad 500060 Distt Hyderabad Telangana,500060,Dr Ram prasad,STD(040) Tel: 43400100 Fax: 43400111,Common Network
VASAN EYE CARE HOSPITAL DILSHUK NAGAR,Hyderabad,Old.No.60/11 N.No.741/10;Flat-G-1; Moosarambagh;Dilshuk Naugar; Hyderabad 500060 Distt Hyderabad Telangana,500060,Mr Kishan Rao,STD(040) Tel: 43400200 Fax: 27649999,Common Network
Asha Hospital,Hyderabad,H NO.19-66/11;Prashanth Nagar Phase -II;Behind Spencers Hitension Road Dr. A S Rao Nagar Kapra Hyderabad 500062 Dist Hyderabad Telangana,500062,Dr. K.K Haranath,STD(040) Tel: 27136109 Fax: 27136109,Common Network
New LifeLine Multispeciality Hospital,Hyderabad,1-1-21; Saipriya Colony; Old Kapra Ecil; Hyderabad 500062 Dist Rangareddy Telangana,500062,Dr A Srinivas - Managing Director,STD(040) Tel: 64615999 64616999 Fax: 27147771,Common Network
Tulasi Hospital ,Hyderabad,A-12;Electronic Complex; Beside SBH; Kushaiguda; ECIL X Roads; Hyderabad - 500062; Dist: Hyderabad; State: Telangana,500062,Dr Vishwanath Reddy,STD (040) Tel: 49336699 Fax: 27143369,Common Network
Vasan Eye Care Hospital; A. S. Rao Nagar,Hyderabad,D. No.1-1-256/7; Srinivas Nagar Colony; Kapra Circle Kesara Mandal; A. S. Rao Nagar; Hyderabad – 500062; Dist: Hyderabad; State: Telangana,500062,Mr.Kishore Kumar,STD (040) Tel: 39890600 Fax: 27140500,Common Network
Xenia Hospitals,Hyderabad,Plot No : 43 (E.C Extension) ECIL X Roads Hyderabad - 500062 Dist: Rangareddy State: Telangana,500062,Dr A.Chaitanya Reddy - Managing Director,STD(040) Tel: 27144000 27144777 Fax: 27134666,Common Network
Dr.Ramayyas Urology Nephrology Institute and Hospitals Pvt. Ltd,Hyderabad,5-9-34/2; Basheerbagh; Hyderabad; Dist:Hyderabad; State:Telangana - 500063,500063,Dr.Ramayya - Director,STD(040) Tel: 23230944 23234903 Fax: 23231956,Common Network
Hope Children Hospital,Hyderabad,#: 5-9-24/81 Lake Hill Road Basheerbagh Hyderabad - 500063 Dist: Hyderabad State: Telangana,500063,Dr. P L Ratnam - Managing Director,STD(040) Tel: 23223782 23223792 Fax: 23261098 ,Common Network
Mediciti Hospital,Hyderabad,5-9-22 Sarovar Complex Secretariat Road Hyderabad - 500063 Dist: Hyderabad State: Telangana,500063,Mr. Sai Raj Singh - DGM - Marketing,STD(040) Tel: 23231111 Fax: 23231631 ,Common Network
Russh Hospitals (A unit of Sriven Hospitals Pvt. Ltd.),Hyderabad,H.No:2-181/2/C; Suchitra Circle; NH 44; Hyderabad;Telangana - 500067,500067,Dr Naveen Reddy - MD,STD : 040-44441111 FAX : 27942999,Common Network
Kamineni Hospitals; L B Nagar,Hyderabad,L B Nagar L B Nagar Hyderabad - 500068 Dist: Hyderabad State: Telangana,500068,Mr. Gautham Naha - VP - Marketing Int'l Buss & Spl Projects,STD(040) Tel: 24022272 24022273 24022274 Fax: 24022277 ,Common Network
Supraja Hospitals(A Unit of Sai Sravan Healthcare,Hyderabad,Plot No-79; ; Nagole X Roads; Hyderabad - 500068; Dist : Hyderabad; State: Telangana,500068,G Kalyan Rao,STD : 040-30979797 FAX : 30979798,Common Network
Sreshta Orange Hospitals,Hyderabad,Opp.Vijaya Laxmi Theatre; LB Nagar X Road; Hyderabad 500070 Dist Hyderabad Telangana,500070,Mr K S Srikanth,STD(040) Tel: 24113111 Fax: 24114111,Common Network
Ankura Childrens hospital,Hyderabad,Plot No.55 & 56 - 7th phase; Hitech City Railway Station; KPHB; Kukutpally; Hyderabad 500072 Dist Hyderabad Telangana,500072,Siva Narayana,STD(040) Tel: 30888844 Fax: 39993363,Common Network
Anupama Hospital,Hyderabad,16-31/494&495; 6th Phase; JNTU Road; Kukatpally Hyderabad - 500072 Dist: Hyderabad State: Telangana,500072,Dr. M.SampathRao - Manging Director,STD(040) Tel: 23152525 Fax: 23152424,Common Network
Apollo Emergency Hospital (Kukutpally),Hyderabad,Opp. Bhagya Nagar Colony Sai Baba Temple Kukatpally Housing Board Kukatpally Hyderabad - 500072 Dist: Hyderabad State: Telangana,500072,Dr. Sudheer Rai - Administrator,STD(040) Tel: 23160039 23160041 Fax: 23609419,Common Network
